uuid,cian_id,url,city,zone,district,street,house,description,floor_number,rooms_count,total_area,kitchen_area,living_area,agent_fee,deposit,price,build_year,total_floors,is_apartments,time_add
605c9af4-a820-11ef-9564-168f5e928f4c,310279194,https://www.cian.ru/rent/flat/310279194/,Москва,САО,р-н Ховрино,Зеленоградская улица,31,Отличная квартира в зеленом районе Москвы,8,2,38.0,7.0,0.0,80,60000,60000,1966,12,False,1732204051
7f8f357b-a70b-11ef-9564-168f5e928f4c,310187784,https://www.cian.ru/rent/flat/310187784/,Москва,ЗАО,р-н Фили-Давыдково,улица Ватутина,9,Михаил. Сдаю большую  3-комн. квартиру в современном доме. Все комнаты изолированные. Сделан евро ремонт. Вся необходимая бытовая техника и мебель. На длительный срок,4,3,103.1,13.8,56.0,0,119900,119900,2007,22,False,1732084451
904a39e0-a7ce-11ef-9564-168f5e928f4c,310251090,https://www.cian.ru/rent/flat/310251090/,Москва,ЮАО,р-н Чертаново Южное,Дорожная улица,20,"Квартира теплая, после ремонта. Застекленный балкон. Кухонный гарнитур, холодильник, 2 дивана, ТВ, стенка, шкаф-купе, комод, журнальный столик, встроенный шкаф, стиральная машина. Сдается на длительный срок. Развитая инфраструктура района. Рядом школы, Покровский парк, Варшавские пруды, станция Покровская, торговые центры, метро, рынок, поликлиника, магазины. Без животных.
..................
Примечание: у собственника могут быть дополнительные пожелания к жильцам - обсудите их в чате или по телефону",3,2,56.0,10.0,34.0,100,65000,65000,1977,16,False,1732168581
58685ba6-a7df-11ef-9564-168f5e928f4c,310256265,https://www.cian.ru/rent/flat/310256265/,Москва,ВАО,р-н Сокольники,улица Лобачика,11,"Сдаётся студия для тех кому важна мобильность и проживание в современных условиях - свежий ремонт двухлетней давности.  Это идеальное место для одного человека или пары, которые ценят комфорт и удобство, а самое главное транспортную доступность - до центра столицы всего 10 минут на метро от Сокольников до Охотного ряда! До парка Сокольники 5 минут пешком: бег, бассейн, вкусные угощения, лыжи, прогулки с собакой, все возможные праздники и развлечения в одном из самых больших парков города станут доступны для вас!

В квартире сделан евроремонт, что гарантирует современный и стильный интерьер. В студии есть вся необходимая мебель как на кухне, так и в комнате, поэтому можно сразу заехать и жить. Установлена современная бытовая техника: холодильник, кондиционер и стиральная машина, что делает проживание максимально комфортным. В ванной комнате  душевая кабина, что особенно удобно для быстрого утреннего освежения.

Дом, в котором расположен апартамент, имеет наземную парковку, поэтому можно не беспокоиться о месте для автомобиля. Окна квартиры выходят на улицу, что обеспечивает хорошую освещённость помещения в течение дня. Также в доме подключен интернет, что позволяет всегда оставаться на связи.

В шаговой доступности от дома находятся школы и детские сады, что удобно для семей с детьми. Рядом также расположены магазины, где можно купить всё необходимое, не тратя много времени на дорогу.

Приходите на просмотр, чтобы увидеть всё своими глазами и оценить удобства и комфорт этого жилья. Для записи на просмотр и получения дополнительной информации звоните по указанным контактам. Ждём вас!",4,0,16.1,0.0,0.0,0,60000,60000,0,5,True,1732176116
8a49ef50-a7e3-11ef-9564-168f5e928f4c,310257727,https://www.cian.ru/rent/flat/310257727/,Москва,НАО (Новомосковский),м. Потапово,улица Александры Монаховой,89,"собственник
Сдаю  квартиру в новом ЖК. Установлена кухня со встроенными холодильником,  духовым шкафом, электроплитой и вытяжкой. 
Кухня-гостиная с диваном комодом и телевизором смарт ТВ, прихожая. 
В спальне - двуспальная кровать и шкаф-купе .совмещённый санузел. Есть интернет
Панорамный вид на пруд
Двор без машин со спортивными снарядами и детская площадка со множеством интересных развлекух. 
В 5 минутах пешком метро потапово

                        

                    
                        Ключи на руках: покажу в любое время",14,2,36.0,6.0,22.0,0,65000,65000,2022,17,False,1732178071
b8713fe8-a750-11ef-9564-168f5e928f4c,310229949,https://www.cian.ru/rent/flat/310229949/,Москва,ЮАО,р-н Даниловский,Люсиновская улица,64,Выполнен качественный ремонт. Кухня + гостиная и одна изолированная спальня. Укомплектована современной мебелью. Вся бытовая техника. Кухонный гарнитур. Санузел совмещенный (душ). Кондиционер. Балкон. Металлическая дверь. Чистый подъезд. Развитая инфраструктура района. Рассмотрим разные составы проживающих.,4,2,67.0,15.0,38.0,50,100000,100000,1955,6,False,1732114712
7f3e119e-a80d-11ef-9564-168f5e928f4c,310272377,https://www.cian.ru/rent/flat/310272377/,Москва,ЮАО,р-н Москворечье-Сабурово,Пролетарский проспект,19,"Сдaeтcя прocтoрная 1-к. квартиpа 38 кв.м. вoзле м.Кaнтемиpoвcкaя на длитeльный cpoк.
Пpедпочтительнo для однoго чeлoвекa! Или сeмeйной паpе.
Квaртиpа cветлaя, теплая и чиcтaя. Oкнa нa Юг. Eсть дoстaтoчно мнoго мест для xpанения вещeй.
Кoмнaта 19 кв.м. с выхoдoм на зacтeклeнный бaлкoн. Еcть всё необходимое для проживания. Парки, магазины, банки, аптеки- все рядом.
По условиям: 55.000 ежемесячный платеж + 55.000 залог за сохранность имущества.
Также сверху оплачиваете свет и воду по счетчикам.",13,1,37.9,8.5,19.0,50,55000,55000,1989,17,False,1732195452
13bce60e-a7c4-11ef-9564-168f5e928f4c,310248928,https://www.cian.ru/rent/flat/310248928/,Москва,СЗАО,р-н Северное Тушино,улица Фомичевой,8,сдаем в аренду двухкомнатную квартиру с изолированными комнатами.,8,2,43.0,6.0,30.0,100,65000,65000,1969,12,False,1732163728
fd19c095-a715-11ef-9564-168f5e928f4c,310191594,https://www.cian.ru/rent/flat/310191594/,Москва,ЮАО,р-н Орехово-Борисово Южное,Ясеневая улица,39,"Уважаемые клиенты, у собственника есть требования относительно состава жильцов, уточняйте пожалуйста по телефону. Квартира находится в хорошем районе с развитой инфраструктурой, сдаётся на длительный срок, всё рядом, школы, детские сады, магазины, ТЦ, метро Зябликово 8 минут пешком, метро Красногвардейская 10 минут пешком. Все необходимое для проживания есть, холодильник, стиральная машина автомат,  сан/узел совмещён квартира, идеально чистая. Большая просторная лоджия из комнаты. Подъезд чистый, соседи тихие приличные люди. Документы в порядке, аренда длительная, собственник по рекомендации.",7,1,35.0,7.0,21.0,100,45000,45000,1977,9,False,1732089465
8a49efe2-a7e3-11ef-9564-168f5e928f4c,310257552,https://www.cian.ru/rent/flat/310257552/,Москва,ЦАО,р-н Тверской,2-я Брестская улица,6,"Дмитрий 
Просторная квартира в ЖК ""Резиденция Тверская""

Предлагаем вашему вниманию роскошную квартиру с новым ремонтом, расположенную в престижном жилом комплексе ""Резиденция Тверская"". Эта квартира идеально подходит для семейной пары либо для одного человека.

 Основные характеристики:
- Площадь: 48 кв.м.
- Количество комнат: 1к.
- Расположение: ЖК ""Резиденция Тверская"", Москва

Жилой комплекс:
- Развитая инфраструктура: ЖК ""Резиденция Тверская"" предлагает высококлассные удобства и инфраструктуру, включая магазины, рестораны и другие объекты, необходимые для комфортной жизни.
- Безопасность: Круглосуточная охрана и видеонаблюдение обеспечивают высокий уровень безопасности.
- Премиум-класс: Жилой комплекс соответствует самым высоким стандартам качества и комфорта.",8,1,48.0,12.0,0.0,0,130000,130000,0,12,False,1732177720
4d6f74c3-a809-11ef-9564-168f5e928f4c,310271451,https://www.cian.ru/rent/flat/310271451/,Москва,ЦАО,р-н Хамовники,Малая Пироговская улица,8,"ID 2 744 Просторная квартира площадью 131 м² в комплексе клубных домов премиум-класса Barrin House в 300-та метрах от парка Усадьба Трубецких в Хамовниках. Современный интерьер оформлен в светлых лаконичных тонах. Для уютной атмосферы установлено несколько сценариев освещения, подсветка карнизов, дизайнерские люстры и светильники. 

Планировка: гостиная, кухня-столовая, мастер-спальня с выходом на балкон и собственным санузлом с душем, вторая спальня, ванная комната, гардеробная с постирочной зоной, холл. Две спальни укомплектованы мебелью, на кухне установлен гарнитур со встроенной техникой. Из окон открываются панорамные виды на улицу.",6,3,131.0,20.0,65.0,0,900000,900000,0,12,False,1732193898
ab1d03f9-a826-11ef-9564-168f5e928f4c,310280774,https://www.cian.ru/rent/flat/310280774/,Москва,СВАО,р-н Южное Медведково,Полярная улица,27,"Cдаeтся в дoлгоcрочную аренду блaгоуcтрoeнная квартира с хорошим  ремонтом, которая идеально подойдет для вас. 
Предлагаем уютную Квартиру , c Оборудованной  техникой для проживания. 
 
Тёплая и уютная квартира 
Порядочные соседи. 
Метро в шаговой доступности. 
Магазины банки всё рядом.  
 
Животные и дети  ( кол-во ) обговариваются отдельно собственником каждый случай  индивидуален , мы сделаем все возможное чтоб вас рассмотрели.  
 
Показываем квартиру собственником и всегда просим чтоб они были с документами для заключения договора. 
Если вам надо заселиться в день в день то мы с этим поможем. 
 
Если вы выбираете нас , вы всегда будите первым на показе квартире. 
Звоните хорошие варианты сдаются очень быстро. 
 
 
У собственника могут быть предпочтения по составом жильцов.",31,1,20.0,0.0,10.0,50,50000,50000,2022,33,False,1732206184
4dd865c2-a75d-11ef-9564-168f5e928f4c,310234155,https://www.cian.ru/rent/flat/310234155/,Москва,ВАО,р-н Перово,улица 2-я Энтузиастов,5,"Сдаю на долгий срок апартамент 30 м2 (нижний этаж 21м2 + второй спальный этаж 7 м2). Имеется необходимая для проживания мебель и техника (стиральная машина, электрическая плита, холодильник, кондиционер), полноценная ванная комната. Тепло и уютно. В 3 минутах ходьбы от МЦК Андроновка и 12 минутах от м.Авиамоторная. Закрытая охраняемая территория Бизнес парка Компрессор. На территории 2 продуктовых магазина, столовая, кафе. 20 минут пешком до ТЦ город (Ашан, магазины, развлечения). В доме есть лифт. Агентов просьба не беспокоить.",5,1,30.0,0.0,0.0,0,50000,50000,0,6,True,1732120224
22c84442-a744-11ef-9564-168f5e928f4c,310224852,https://www.cian.ru/rent/flat/310224852/,Москва,ЮВАО,р-н Выхино-Жулебино,Волгоградский проспект,179,"квартира после ремонта, сдается впервые , рассмотрим порядочных людей.",6,2,42.0,7.0,0.0,60,70000,75000,0,9,False,1732109454
b871405c-a750-11ef-9564-168f5e928f4c,310229739,https://www.cian.ru/rent/flat/310229739/,Москва,ЮАО,р-н Нагорный,Электролитный проезд,16,"Стильная двухкомнатная квартира с дизайнерским ремонтом в жилом комплексе  бизнес-класса В-Хаус. 

Территория комплекса огорожена, находится под круглосуточной охраной и видеонаблюдением, в подъезде дежурит консьерж, вход-выход  по магнитным ключам.  

Для жителей комплекса предусмотрена бесплатная автомобильная парковка во дворе дома, при необходимости можно арендовать место в подземном паркинге, либо гаражном комплексе рядом с домом. 

Квартира в отличном состоянии, ранее сдавалась один раз.

Идеальный вариант для проживания пары с ребенком,или одного человека.  

Гениальное планировочное решение: две отдельные спальные комнаты, просторная кухня-гостиная, большая ванная, огромный трех секционный зеркальный шкаф-купе в коридоре, в него войдут все ваши вещи.

Квартира укомплектована всей необходимой для комфортного проживания мебелью и бытовой техникой, включая кондиционер и посудомоечную машину. 

Очень тихое место, много зелени, нет скоростного движения, метро Нагорная в пешей доступности, сетевые магазины, аптека, салон красоты, кафе, пункты выдачи товаров расположены на первом этаже нашего и соседнего дома, никуда далеко ходить не придется.

Для активного отдыха, пеших и велосипедных прогулок недалеко от дома  расположен Коробковский сад с прудами, 10 минут на машине музей-заповедник Коломенское.

Хорошая транспортная развязка, удобный выезд на Варшавское шоссе и Нахимовский проспект.

Возможно проживание с детьми любого возраста, жильцов с домашними животными собственник не рассматривает, предоставление временной регистрации обсуждается.

Показываем оперативно по предварительной договоренности.",14,2,53.0,12.0,27.0,50,100000,100000,2016,25,False,1732114485
20a51639-a7f0-11ef-9564-168f5e928f4c,310261644,https://www.cian.ru/rent/flat/310261644/,Москва,ЮВАО,р-н Рязанский,2-й Грайвороновский проезд,38,"Предлагается в аренду квартира в ЖК ""Кварталы 21 /19"". В квартире выполнен качественный ремонт. Большая просторная Кухня. На кухне : встроенная кухня со всей бытовой техникой, холодильник, диван.
Комнаты изолированные. В одной :современная стенка, кровать. В  другой : комод, шкаф, диван. Сан.узел раздельный. Просторная прихожая. Удобно транспортное сообщение. В пешей доступности магазины, аптеки, ПВЗ.",15,2,60.0,15.0,0.0,60,85000,85000,2017,24,False,1732182900
1b5d829e-a805-11ef-9564-168f5e928f4c,310270078,https://www.cian.ru/rent/flat/310270078/,Москва,ЦАО,р-н Пресненский,1-й Красногвардейский проезд,22,"id: 549138
С коллегами работаем 50/50

Предлагаем Вам насладиться роскошью и эстетикой, проживания в эксклюзивных дизайнерских  апартаментах, которые находятся в одной из самых престижных локаций Москвы ЖК ""NEVA TOWERS"".

Апартаменты расположены в жилой башне 2, которая пользуется большим спросом, засечёт своей приватности. Вход в башню осуществляется только по пропускам, ресепшн и охрана работают 24/7, также предоставляются room-service и услуги клининга. На 4 этаже для жителей расположен премиальный фитнес клуб, открытый бассейн с джакузи и зоной отдыха с шезлонгами, прогулочная и парковая зона с дорожками для занятия спортом на свежем воздухе, spa, хамам, сауна, студия красоты, частный кинотеатр, виртуальный гольф.
Есть многоуровневый подземный паркинг, в котором можно арендовать парковочное место от собственника (уточнять по телефону).

Общая площадь апартаментов 244 м2. За счёт углового расположения из окон 76 этажа открывается шикарный панорамный вид на Москву.

В апартаментах предусмотрено всё и даже больше:
-потолки более 5 метров.
-дизайнерский ремонт с отделкой из натурального камня и ценных пород дерева.
-встроена система умного дома.
-предусмотрены системы хранения
-кухня полностью укомплектована премиальной бытовой техникой
-3 санузла
-пространство квартиры украшают элементы интерьера от европейских брендов.

Планировка:
-кухня-гостиная
-2 спальни с санузлом и гардеробной, предусмотрены как детская и комната для няни (можно убрать мебель)
-мастер-спальня с санузлом и гардеробной
-гостевой санузел
-просторная гардеробная

Благодаря высоким потолкам и панорамным окнам у арендаторов есть возможность любоваться живописным видом на столицу в любое время.

Расположение жилого комплекса в Деловом центре столицы обеспечивает развитую инфраструктуру поблизости и возможность оперативно добраться до любой точки города. До ближайших станций метро ""Деловой центр"", ""Международная"" и ""Выставочная"" путь пешком составит всего 4-8 минут.

Оперативные онлайн и офлайн-показы.
.We speak English. Please do not hesitate to contact us if you have any questions.

Номер объекта: #1/549138/8771",76,4,244.0,30.0,115.0,0,2100000,2100000,2020,78,True,1732192404
a5a784cc-a739-11ef-9564-168f5e928f4c,310216114,https://www.cian.ru/rent/flat/310216114/,Москва,ЦАО,р-н Мещанский,улица Щепкина,5,"ЭЛИТНЫЙ Центр, Мещанский район Москвы в окружении 5 ст.метро: Сухаревская, Цветной бульвар, Трубная, Проспект мира, Достоевская.
Рядом ПАРКИ: Аптекарский огород, Екатерининский, рядом СК Олимпийский, море супермаркетов, у дома Вкус Вилл
Блочная башня с закрытой территорией, наземная парковка у дома!

СВЕЖИЙ дизайнерский ремонт в Современном стиле выполнен в контрастной монохромной цветовой гамме 
Посторная СТУДИЯ с панорамными окнами с выходом в огромную лоджию 10м с ШИКАРНОЙ ПАНОРАМОЙ на Центр Москвы, Москву- СИТИ!!!
в ремонте использованы дорогостоящие Европейские материалы и оборудование.
есть все необходимое для комфортного проживания: 2-спальная кровать с ортопедическим матрасом, Огромная Гардеробная, Встроенный кухонный гарнитур, большой Остров в качестве обеденной зоны, есть вся необходимая бытовая техника, включая Посудомоечную и Кондиционер. 
Санузел совмещен, ванна, сенсорная подсветка.
Оперативный показ, КЛЮЧИ",15,0,40.0,0.0,30.0,35,130000,130000,1974,16,False,1732104774
f0d61a9c-a73f-11ef-9564-168f5e928f4c,310221698,https://www.cian.ru/rent/flat/310221698/,Москва,ЗАО,р-н Можайский,переулок 2-й Петра Алексеева,5,"Сдаётся 1-комнатная квартира площадью 34 кв.м. с евроремонтом на 23 этаже в 28-этажном доме. Из техники есть:
 Телевизор
 Духовой шкаф
 Стиральная машина
 Холодильник
 Посудомоечная машина
 Кондиционер
 Микроволновка
 Пылесос
 
Дом - монолитный, окна выходят во двор. Есть консьерж. В подъезде 3 лифта - 1 грузовой и 2 пассажирских. Во дворе есть бесплатная парковка.
 
Коммунальные услуги по счетчикам оплачиваются дополнительно.",23,1,34.0,0.0,0.0,0,0,87000,0,28,False,1732107211
bc74efb7-a7e7-11ef-9564-168f5e928f4c,310258777,https://www.cian.ru/rent/flat/310258777/,Москва,ЗАО,р-н Можайский,Рябиновая улица,4,"Сдаётся уютная однокомнатная квартира в Москве на Рябиновой улице. Общая площадь — 38 кв. м, жилая — 19 кв. м, кухня — 9 кв. м. Квартира расположена на 3 этаже 16-этажного дома, построенного в 1977 году. Высота потолков — 2.7 метра, окна выходят в зеленый двор, что обеспечивает тишину и спокойствие.

В квартире есть косметический ремонт, мебель в комнате и на кухне. Из техники: кондиционер, холодильник, телевизор и стиральная машина. Санузел совмещённый с качественным ремонтом. Лоджия придаёт дополнительное пространство для отдыха или хранения вещей.

Дом оборудован двумя пассажирскими лифтами и пандусом, поэтому удобен для всех категорий жильцов. Наземная парковка позволяет без проблем найти место для автомобиля. 

В шаговой доступности вся инфраструктура: клиники и магазины, аптеки, ТЦ, фитнесы, парки и пруды, оборудованные спортивные площадки, поэтому все необходимое для жизни — рядом. Удобное транспортное сообщение позволяет быстро добраться до любой части города. До Славянского бульвара 10 минут, пешая доступность до Рабочего поселка МЦД и 20 минут до Белорусского вокзала. 
Квартира готова принять одного или двух русских жильцов, с залогом и предоплатой за первый месяц. 

Приглашаем вас на просмотр! Звоните и записывайтесь, чтобы увидеть квартиру своей мечты!",3,1,38.0,9.0,19.0,60,55000,55000,1977,16,False,1732179381
a3354c2a-a7e5-11ef-9564-168f5e928f4c,310258174,https://www.cian.ru/rent/flat/310258174/,Москва,ЦАО,р-н Пресненский,Шелепихинское шоссе,19,"Мы на связи и будем рады вам помочь! 

- Фотографии соответствуют данному объекту! 
- Организуем МАКСИМАЛЬНО оперативный показ! 
- Договор аренды заключается ИСКЛЮЧИТЕЛЬНО с собственником жилья!

Отличный объект недвижимости для комфортной жизни! 
В квартире есть всё необходимое!

Развитая инфраструктура! Хотя где она в Москве не развитая?=)

Собачка, кошечка, хомячок или крокодильчик обсуждаются индивидуально! 

Дети - цветы жизни - так же обсуждаются индивидуально!

При взаимной симпатии залог можно разбить на два месяца!

У собственника могут быть дополнительные пожелания к жильцам!",8,3,80.0,10.0,50.0,50,137000,137000,1994,17,False,1732178498
66c7684d-a75f-11ef-9564-168f5e928f4c,310234228,https://www.cian.ru/rent/flat/310234228/,Москва,ЦАО,р-н Пресненский,Ходынская улица,2,"Собственник. Квартира свободна. От года.
С риэлторами не сотрудничаю. 
С животными нельзя. Предпочтительно семье с одним ребенком. Возможно оформление временной регистрации.",5,3,68.0,0.0,0.0,0,160000,160000,2018,44,False,1732120770
beaf8506-a73b-11ef-9564-168f5e928f4c,310218093,https://www.cian.ru/rent/flat/310218093/,Москва,ЮАО,р-н Даниловский,бульвар Братьев Весниных,2,"Предлагается 2-комнатная квартира общей площадью 43 м² в ЖК ""Зиларт"" недалеко от станции метро ""ЗИЛ"". Для комфортного проживания в наличии имеется вся необходимая мебель. Кухонный гарнитур оснащен посудомоечной машиной, духовой печью. Для удобства организована гардеробная комната. Окна обращены во двор и на улицу.

Из основных достоинств жилого комплекса: огороженная территория, охрана и подземный паркинг.

 - Страховой депозит можно оплатить 2-мя частями.
 - Аренда возможна с 24 ноября.
 - Можно с детьми и животными.

 - Объект представляет агент Capital Mars - Михаил.
 - ID объекта 796605.",2,2,43.0,7.0,0.0,50,100000,100000,2019,20,False,1732105666
54c645fb-a748-11ef-9564-168f5e928f4c,310226433,https://www.cian.ru/rent/flat/310226433/,Москва,ВАО,р-н Гольяново,Щелковское шоссе,63,"Предлагается 1-комнатная квартира общей площадью 38 м² недалеко от станции метро ""Щелковская"". Для комфортного проживания в наличии имеется вся необходимая мебель. Подключена стиральная машина. Из дополнительных преимуществ - наличие балкона. Окна обращены на улицу.

 - Аренда возможна с 21 ноября.
 - Объект представляет агент Capital Mars - Артем.
 - ID объекта 402409.",3,1,38.0,6.0,27.0,50,27500,55000,0,5,False,1732111004
39874d98-a7f2-11ef-9564-168f5e928f4c,310262478,https://www.cian.ru/rent/flat/310262478/,Москва,ЮВАО,р-н Марьино,Батайский проезд,13,"Предлагается в долгосрочную аренду теплая, уютная трёхкомнатная квартира в 3 минутах пешком от прекрасной набережной Москва реки. 

Тихий и зеленый двор, достаточно парковочных мест!

В шаговой доступности школы, детские сады, супермаркеты, аптеки, ОЗОН, WB, поликлиники, остановка транспорта, D2, метро Марьино.

Планировка включает: кухню, гостиную, спальню, гостевую спальню, санузел,  ванную комнату, балкон. 

Квартира полностью оборудована необходимой техникой и меблирована (кухонная мебель и техника: электрическая плита с духовым шкафом Bosh, микроволновая печь, двухкамерный холодильник Beko, стиральная машина, 2 кровати и раскладывающийся диван, 5 шкафов, телевизоры, шведская стенка). 

Возможна аренда с последующим выкупом!

Звоните уважаемые арендаторы и договоримся о просмотре!",3,3,65.0,0.0,0.0,0,80000,80000,1980,9,False,1732184036
7f3e113b-a80d-11ef-9564-168f5e928f4c,310272405,https://www.cian.ru/rent/flat/310272405/,Москва,САО,р-н Беговой,улица 1-я Ямского Поля,1,"ID 46548.  Новая стильная квартира в динамичном ЖК ""Слава"". Никто не жил! Все окна выходят в зеленый тихий двор с ландшафтным дизайном. Никто не жил. Общая площадь- 65 м.кв. Планировка: уютная спальня с ванной комнатой, просторная и светлая гостиная, с выделенной обеденной зоной, кухня свободной планировки, полностью укомплектованная всей бытовой техникой  Asko,гостевой санузел с постирочной. Окна в пол. Много мест для хранения. Квартира наполнена светом- что очень важно для Москвы! В 5 минутах ходьбы метро Белорусская, Пешком можно прогуляться до Тверской, всех достопримечательностьей центра, Депо на Лесной. Белорусский вокзал и Аэроэкспресс в Шереметьево.   

Без комиссии для арендаторов
Действуем в интересах клиентов.

Please feel free to contact Intermark Real Estate to get detailed information or to set up a viewing! 24/7 help desk service with English-speaking operators
        
В квартире: Полностью меблированная, М/место в подземном паркинге, Посудомоечная машина, Стиральная машина, Сушильная машина, Душевая кабина, Теплые полы, Спутниковое/кабельное телевидение, Видеонаблюдение, Интернет, Видовая квартира, Европланировка, Консьерж, Сплит-система, Апартаменты, Лифт, Мебель в комнатах, Телефон, Телевизор, Мебель на кухне, Окна на улицу, Окна во двор",3,2,65.0,10.0,43.0,0,320000,320000,0,37,True,1732195489
d55b4114-a7e9-11ef-9564-168f5e928f4c,310260023,https://www.cian.ru/rent/flat/310260023/,Москва,САО,р-н Ховрино,улица Дыбенко,36,"Предлагается в аренду уютная, тёплая, светлая 2-ком. квартира в 3-х мин. ходьбы от метро, c  чудесным видом из окна в берёзовую рощу и лесопарк, на длительный срок, платёжеспособным. Квартира с мебелью: в комнатах по одному дивану, которые раскладываются в двухспальные, на кухне диван; в комнате большой шкаф купе; также на кухне - кухонный гарнитур; холодильник; микроволновка; новая стиральная машина; телевизор; доступ к интернету (WI-FI). Квартира после клиниега. Рассмотрим семью, можно с детьми и животными.",13,2,51.3,10.0,31.0,0,75000,75000,2007,17,False,1732180571
4dd865d0-a75d-11ef-9564-168f5e928f4c,310234117,https://www.cian.ru/rent/flat/310234117/,Москва,ЮВАО,р-н Люблино,Цимлянская улица,3,"ВАШЕМУ ВНИМАНИЮ!
Сдаётся, шикарная, тёплая, светлая ЕВРО двухкомнатная квартира с ДИЗАЙНЕРСКИМ ремонтом!
В ней есть всё необходимое для комфортного проживания, много мест для хранения.
Окна выходят на улицу, так же в квартире есть лоджия!
Удобная транспортная доступность!
Метро Люблино в ПЕШЕЙ доступности!

Рассмотрим различные варианты!
Оперативный показ!
Пишите и звоните в любое время!",4,2,36.0,9.0,15.0,60,70000,70000,2019,17,False,1732120274
b234fab0-a70f-11ef-9564-168f5e928f4c,310188961,https://www.cian.ru/rent/flat/310188961/,Москва,СЗАО,р-н Покровское-Стрешнево,бульвар Чкаловский,6,"Валентина.

Сдается впервые в новом ЖК HOLLAND PARK стильная уютная студия со свежим ремонтом, новой мебелью и техникой в 10 минутах пешком от м. Спартак.
В студии есть всё для комфортного проживания ( кровать 160х200, вместительный полноценный 3-х створчатый шкаф, стол со стульями, кухня, тумба под ТВ, полный комплект техники ( кондиционер, телевизор со смарт ТВ, варочная панель, вытяжка, СВЧ, холодильник, стиральная машина, интернет). 
В студии также есть теплый регулируемый пол. 
 
Студия расположена в новом современном районе Москвы на набережной Москвы-реки, оборудованной прогулочными дорожками и спортивными площадками, рядом стадион Лукойл-арена, на первых этажах домов расположены магазины , аптеки, кафе и рестораны. 
 
У собственника есть пожелания при выборе арендатора",4,0,23.0,0.0,1.0,50,70000,70000,2024,24,False,1732086374
ea41b4fd-a754-11ef-9564-168f5e928f4c,310230867,https://www.cian.ru/rent/flat/310230867/,Москва,ЮАО,р-н Царицыно,Пролетарский проспект,27,"Сдается в аренду отличный вариант!
Уютная квартира с прекрасным ремонтом, где царит атмосфера умиротворения.
Просторная кухня с современным кухонным гарнитуром.
Все необходимое для комфортной жизни.
Вдохновляющий вид из окна, который заряжает позитивом.

Ваши преимущества:
Тихий двор, развитая инфраструктура, шаговая доступность, удобная планировка, близость к парку, магазинам, метро.

Хотите узнать больше?
Звоните нам!
AGORA - ваши надежные партнеры в поиске идеального жилья!",5,2,55.0,8.2,27.0,50,85000,85000,0,15,False,1732116355
8a49ef43-a7e3-11ef-9564-168f5e928f4c,310257729,https://www.cian.ru/rent/flat/310257729/,Москва,ЮВАО,р-н Кузьминки,улица Федора Полетаева,32,"1 комн. квартира! Обычный  ремонт!
Станция метро Рязанский проспект в 15-ти минутах ходьбы.
В квартире есть все для комфортного проживания:
двуспальный диван, холодильник, плита, духовка,  микроволновая печь,  телевизор, ванна, стиральная машина. 
Квартира сдаётся на  длительный срок!  Рассмотрим аккуратных, платежеспособных арендаторов!  
Показ в любое для Вас удобное время! Звоните!
 
                        

                    
                        Ключи на руках: покажу в любое время",7,1,31.1,6.0,19.0,100,50000,50000,1966,9,False,1732178071
b1713360-a765-11ef-9564-168f5e928f4c,310235280,https://www.cian.ru/rent/flat/310235280/,Москва,СЗАО,р-н Хорошево-Мневники,Причальный проезд,10,"Заезд возможен с 24.11.2024.
 
Сдаётся 2-комнатная квартира площадью 66 кв.м. с дизайнерским ремонтом на 14 этаже в 33-этажном доме. Из техники есть:
 Телевизор
 Стиральная машина
 Холодильник
 Посудомоечная машина
 2 Кондиционера
 Бойлер
 Пылесос
  Духовой шкаф совмещён с микроволновкой
 
Дом - монолитный, окна выходят во двор. Есть консьерж. В подъезде 4 лифта - 1 грузовых и 3 пассажирских. Есть подземная парковка, платная городская парковка.
 
Коммунальные услуги по счетчикам оплачиваются дополнительно.",14,2,66.0,0.0,0.0,0,0,193500,0,33,False,1732123434
